Značka,Název,Cena,Úhlopříčka,Rozlišení,RAM (GB),Disk (GB),SSD,CPU
Acer,Acer Nitro V 15,19690,15.6,1920x1080,16,512.0,1,AMD Ryzen 5-6600H
Acer,Acer TravelMate P6 14 EVO Galaxy,31390,14,1920x1200,16,512.0,1,Intel Ultra 5-125H
MacBook,Air SK 2024,32610,13.6,2560x1664,24,512.0,1,Apple M3
Lenovo,Lenovo ThinkPad P14s Gen 5,44790,14.5,1920x1200,16,512.0,1,Intel Ultra 7-155H
Lenovo,Lenovo ThinkBook 16 G6 IRL,21990,16,1920x1200,16,1000.0,1,Intel i5-13420H
Acer,Acer Nitro V 16,23390,16,1920x1200,16,1000.0,1,AMD Ryzen 5-8645HS
Acer,Acer TravelMate P4 16 Slate,27990,16,1920x1200,16,512.0,1,Intel i5-1335U
Acer,Aspire 16 Steel,21990,16,1920x1200,16,1000.0,1,Intel Ultra 5-125H
MacBook,Air SK 2024,40990,15.3,2880x1864,8,512.0,1,Apple M3
ASUS,ASUS ExpertBook BM BM1403CDA-S60610,14490,14,1920x1080,16,512.0,1,AMD Ryzen 5-7535U
Acer,Acer TravelMate P6 14 EVO Galaxy,35490,14,1920x1200,16,1000.0,1,Intel Ultra 7-155H
Acer,Acer TravelMate P2 16 Steel,20690,16,1920x1200,8,512.0,1,Intel Core 5-120U
Acer,Acer TravelMate P2 15,17490,15.6,1920x1080,16,512.0,1,Intel Core 3 100U
ASUS,Vivobook 16 X1605VA-MB1270W,20490,16,1920x1200,16,1000.0,1,Intel i7-13620H
Acer,Acer Extensa 15,16290,15.6,1920x1080,16,512.0,1,Intel i5-13420H
Acer,Aspire Go 15,11990,15.6,1920x1080,8,512.0,1,Intel Processor N150
Acer,Acer TravelMate P4 16 Slate,24590,16,1920x1200,16,512.0,1,Intel Ultra 5-125U
Acer,Acer Nitro V 15,26090,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-7535HS
Acer,Acer Nitro V 15,25590,15.6,1920x1080,16,1000.0,1,AMD Ryzen 7-7735HS
Acer,Acer TravelMate P2 16 Steel,17990,16,1920x1200,8,512.0,1,Intel Core 3 100U
Acer,Chromebook 311,7419,11.6,1366x768,4,128.0,1,Intel Processor N100
Acer,Aspire Go 15,9489,15.6,1920x1080,8,512.0,1,AMD Ryzen 5-5625U
MacBook,Air CZ 2025,34590,13.6,2560x1664,16,512.0,1,Apple M4
MacBook,Air CZ 2022,22790,13.6,2560x1664,16,256.0,1,Apple M2
ASUS,Vivobook 15 X1504VA-BQ575W,14690,15.6,1920x1080,16,512.0,1,Intel Core 5-120U
Lenovo,Lenovo V15 G4 IRU Business,12890,15.6,1920x1080,16,512.0,1,Intel i5-13420H
ASUS,TUF Gaming A15 FA507NVR-LP010W,27390,15.6,1920x1080,16,1000.0,1,AMD Ryzen 7-7435HS
ASUS,Vivobook 15 X1504VA-NJ2201W,11890,15.6,1920x1080,16,512.0,1,Intel i5-1335U
Dell,Dell Latitude 3550,18690,15.6,1920x1080,16,512.0,1,Intel i5-1335U
MacBook,Air CZ 2020,16890,13.3,2560x1600,8,256.0,1,Apple M1
Dell,Dell Latitude 3550,20890,15.6,1920x1080,16,512.0,1,Intel i5-1335U
Acer,Acer Swift 3,13190,14,1920x1080,16,512.0,1,AMD Ryzen 5-5500U
Acer,Acer Nitro V 15,17790,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-6600H
Lenovo,Lenovo LOQ 15IAX9I,17790,15.6,1920x1080,24,512.0,1,Intel i5-12450HX
Acer,Aspire 5 15 Steel,14090,15.6,1920x1080,16,512.0,1,AMD Ryzen 7-7730U
Acer,Aspire 5 Steel,14290,15.6,1920x1080,16,512.0,1,Intel i5-12450H
Lenovo,Lenovo LOQ 15IAX9I,15790,15.6,1920x1080,24,512.0,1,Intel i5-12450HX
HP,HP OmniBook Ultra Flip 14-fh0354nc,37890,14,2880x1800,32,2000.0,1,Intel Ultra 7-258V
Lenovo,Lenovo Legion 7 16IRX9,49590,16,2560x1600,32,1000.0,1,Intel i9-14900HX
ASUS,Vivobook 15 X1502VA-NJ875W,14190,15.6,1920x1080,16,512.0,1,Intel i5-13420H
Dell,Dell Latitude 5550,34090,15.6,1920x1080,32,512.0,1,Intel Ultra 7-165U
Dell,Dell Precision 3591,49190,15.6,1920x1080,32,1000.0,1,Intel Ultra 7-155H
MacBook,Air CZ 2024,32190,15.3,2880x1864,16,256.0,1,Apple M3
Lenovo,IdeaPad Pro 5 16IMH9,28490,16,2560x1600,32,1000.0,1,Intel Ultra 9-185H
MacBook,Air SK 2020,18390,13.3,2560x1600,8,256.0,1,Apple M1
Acer,Acer Nitro V 15,21390,15.6,1920x1080,32,1000.0,1,AMD Ryzen 7-7735HS
ASUS,Zenbook S 13 OLED UX5304MA-OLED038W Ponder,28190,13.3,2880x1800,32,1000.0,1,Intel Ultra 7-155U
MacBook,Air SK 2020,18190,13.3,2560x1600,8,256.0,1,Apple M1
Lenovo,Pro 7 16IRX9H,71190,16,2560x1600,32,1000.0,1,Intel i9-14900HX
Lenovo,Lenovo LOQ 15IAX9,20190,15.6,1920x1080,24,1000.0,1,Intel i5-12450HX
Dell,Dell Vostro 3530,17090,15.6,1920x1080,16,512.0,1,Intel i7-1355U
MSI,MSI Katana A17 AI B8VG-886XCZ,42690,17.3,2560x1440,32,1000.0,1,AMD Ryzen 9-8945HS
Dell,Dell Vostro 3530,19090,15.6,1920x1080,16,512.0,1,Intel i7-1355U
Acer,Acer Nitro V 15,26190,15.6,1920x1080,16,1000.0,1,Intel i9-13900H
ASUS,ASUS ExpertBook P5 P5405CSA-ULTRA7X,31790,14,2560x1600,32,1000.0,1,Intel Ultra 7-258V
Acer,Acer Predator Helios Neo 18 Abyssal,42290,18,2560x1600,32,1000.0,1,Intel i9-14900HX
MacBook,Air CZ 2025,32390,13.6,2560x1664,16,512.0,1,Apple M4
HP,ProBook 460 G11,21590,16,1920x1200,16,512.0,1,Intel Ultra 5-125U
Dell,Dell Vostro 3530,18090,15.6,1920x1080,16,512.0,1,Intel i7-1355U
Dell,Dell Precision 3590,39090,15.6,1920x1080,32,1000.0,1,Intel Ultra 7-155H
MacBook,Air CZ 2024,28790,15.3,2880x1864,16,256.0,1,Apple M3
MacBook,Air CZ 2024,32190,15.3,2880x1864,16,256.0,1,Apple M3
Lenovo,IdeaPad Pro 5 14AHP9,25590,14,2880x1800,16,1000.0,1,AMD Ryzen 7-8845HS
MSI,MSI Thin 15 B12VE-1661XCZ,22990,15.6,1920x1080,16,1000.0,1,Intel i5-12450H
Lenovo,Yoga 7 16IRL8 Lenovo,27790,16,2560x1600,16,1000.0,1,Intel i7-1360P
Lenovo,Yoga Slim 7 14IMH9,22990,14,1920x1200,32,1000.0,1,Intel Ultra 7-155H
MacBook,Air CZ 2024,30490,15.3,2880x1864,16,256.0,1,Apple M3
Lenovo,IdeaPad Pro 5 14AHP9,23690,14,2880x1800,16,1000.0,1,AMD Ryzen 7-8845HS
MSI,MSI Katana 15 B13VGK-1477CZ,35890,15.6,2560x1440,16,1000.0,1,Intel i9-13900H
Acer,Aspire 15 Steel,17590,15.6,2560x1440,32,1000.0,1,Intel Core 7-150U
ASUS,Vivobook S 15 OLED S5507QA-OLED064X,31490,15.6,2880x1620,32,1000.0,1,Snapdragon X Elite X1E-78-100
VICTUS,VICTUS by HP 15-fb0950nc Performance,17990,15.6,1920x1080,16,512.0,1,AMD Ryzen 5-5600H
Lenovo,IdeaPad Pro 5 14IMH9,27890,14,2880x1800,32,1000.0,1,Intel Ultra 9-185H
Lenovo,Lenovo ThinkBook 16 G6 IRL,17790,16,1920x1200,8,512.0,1,Intel i5-1335U
MSI,MSI Katana 17 B13VGK-1099CZ,39590,17.3,1920x1080,16,1000.0,1,Intel i7-13620H
MSI,MSI Katana 17 B13VGK-1099CZ,36390,17.3,1920x1080,16,1000.0,1,Intel i7-13620H
Lenovo,IdeaPad 5 2-in-1 16AHP9 Lenovo,23690,16,2048x1280,16,1000.0,1,AMD Ryzen 5-8645HS
Lenovo,IdeaPad Slim 5 16IMH9,26290,16,2048x1280,32,1000.0,1,Intel Ultra 7-155H
MacBook,Air CZ 2024,30690,13.6,2560x1664,16,512.0,1,Apple M3
Microsoft,Surface Pro|Snapdragon® X Elite,39490,13,2880x1920,16,1000.0,1,Snapdragon X Elite X1E-80-100
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12,63390,14,1920x1200,64,1000.0,1,Intel Ultra 7-165U
Lenovo,IdeaPad Pro 5 14IMH9,29490,14,2880x1800,32,1000.0,1,Intel Ultra 9-185H
Microsoft,Surface Pro|Snapdragon® X Elite,35290,13,2880x1920,16,1000.0,1,Snapdragon X Elite X1E-80-100
VICTUS,VICTUS by HP 16-r1956nc Performance,39490,16.1,2560x1440,32,1000.0,1,Intel i7-14700HX
ASUS,Zenbook S 14 OLED UX5406SA-OLED093X,45590,14,2880x1800,32,1000.0,1,Intel Ultra 7-258V
Umax,VisionBook 14WRX Turquoise,4359,14.1,1920x1080,4,128.0,1,Intel Celeron N4020
Lenovo,Lenovo Legion 7 16IRX9 Glacier,53390,16,3200x2000,32,1000.0,1,Intel i9-14900HX
ASUS,Zenbook S 14 OLED UX5406SA-OLED093X,41690,14,2880x1800,32,1000.0,1,Intel Ultra 7-258V
ASUS,ProArt P16 OLED H7606WI-OLED052X,58090,16,3840x2400,32,2000.0,1,AMD Ryzen AI 9-HX370
MacBook,Air CZ 2024,32390,13.6,2560x1664,24,512.0,1,Apple M3
Umax,VisionBook 14WRX Turquoise,4129,14.1,1920x1080,4,128.0,1,Intel Celeron N4020
Microsoft,Surface Pro,29690,13,2880x1920,16,512.0,1,Snapdragon X Plus X1P-64-100
ASUS,Zenbook A14 UX3407QA-OLED267W Iceland,21190,14,1920x1200,16,512.0,1,Snapdragon X X1-26-100
Lenovo,Lenovo LOQ 15IAX9,24290,15.6,1920x1080,24,512.0,1,Intel i5-12450HX
Lenovo,Lenovo Legion 5 16IRX9,25290,16,2560x1600,16,512.0,1,Intel i5-13450HX
Microsoft,Surface Pro,33190,13,2880x1920,16,512.0,1,Snapdragon X Plus X1P-64-100
ASUS,ROG Zephyrus G14 GA403UV-NEBULA021W Platinum,55990,14,2880x1800,32,1000.0,1,AMD Ryzen 9-8945HS
Dell,Dell Latitude 5440,28690,14,1920x1080,16,512.0,1,Intel i7-1365U
Lenovo,IdeaPad Slim 3 15IAN8,11390,15.6,1920x1080,8,512.0,1,Intel i3-N305
MacBook,Air CZ 2022,22090,13.6,2560x1664,8,256.0,1,Apple M2
Macbook,Air CZ 2020,21790,13.3,2560x1600,16,256.0,1,Apple M1
ASUS,Zenbook A14 UX3407RA-OLED026X Iceland,35290,14,1920x1200,32,1000.0,1,Snapdragon X Elite X1E-78-100
Lenovo,IdeaPad 1 14ALC7,13490,14,1920x1080,16,512.0,1,AMD Ryzen 7-5700U
Lenovo,Yoga Pro 7 14AHP9 Tidal Teal,27790,14.5,3072x1920,16,1000.0,1,AMD Ryzen 7-8845HS
ASUS,Vivobook S 16 S5606CA-OLED060X Mist,26090,16,2880x1800,16,1000.0,1,Intel Ultra 7-255H
Lenovo,Lenovo ThinkPad E16 Gen 2,29390,16,1920x1200,32,1000.0,1,Intel Ultra 7-155H
ASUS,ProArt PZ13 OLED HT5306QA-OLED006X,25490,13.3,2880x1800,16,1000.0,1,Snapdragon X Plus X1P-42-100
Umax,VisionBook 14WRX,3899,14.1,1920x1080,4,128.0,1,Intel Celeron N4020
Dell,Dell Latitude 9440 Touch,55190,14,2560x1600,16,512.0,1,Intel i7-1365U
ASUS,ProArt PZ13 OLED HT5306QA-OLED006X,28490,13.3,2880x1800,16,1000.0,1,Snapdragon X Plus X1P-42-100
Lenovo,IdeaPad Pro 5 16IMH9,25290,16,2048x1280,16,512.0,1,Intel Ultra 5-125H
Acer,Acer Nitro V 15,25790,15.6,1920x1080,32,1000.0,1,AMD Ryzen 7-7735HS
HP,HP ENVY x360 15-fe0900nc OLED,29390,15.6,1920x1080,16,1000.0,1,Intel i5-1335U
Lenovo,Yoga Slim 7 15ILL9 AURA Edition,35990,15.3,2880x1800,32,1000.0,1,Intel Ultra 7-258V
ASUS,TUF Gaming A15 FA507NVR-LP017W,23290,15.6,1920x1080,16,512.0,1,AMD Ryzen 7-7435HS
Microsoft,Surface Pro 10 Platinum for business,78790,13,2880x1920,64,1000.0,1,Intel Ultra 7-165U
GIGABYTE,GIGABYTE AORUS 16X 9KG,34190,16,2560x1600,16,1000.0,1,Intel i7-13650HX
Acer,Acer Nitro V 15,26090,15.6,1920x1080,16,1000.0,1,Intel i9-13900H
Lenovo,Yoga Pro 7 14IMH9 Tidal Teal,22890,14.5,3072x1920,32,1000.0,1,Intel Ultra 5-125H
Lenovo,Yoga Slim 7 15ILL9 AURA Edition,33590,15.3,2880x1800,32,1000.0,1,Intel Ultra 7-258V
ASUS,TUF Gaming A14 FA401UV-RG004W Jaeger,36490,14,2560x1600,16,1000.0,1,AMD Ryzen 7-8845HS
Lenovo,IdeaPad Slim 5 15IRH9,16090,15.3,1920x1200,16,1000.0,1,Intel i5-13420H
MSI,MSI Summit E16 AI Studio A1VFTG-022CZ,49490,16,2560x1600,32,2000.0,1,Intel Ultra 7-155H
HP,HP ZBook Power G11,56190,16,1920x1200,32,1000.0,1,Intel Ultra 7-155H
VICTUS,VICTUS by HP 15-fb2934nc Mica,28490,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-8645HS
Lenovo,IdeaPad Flex 5 14ALC7 Stone Lenovo,18790,14,1920x1200,16,1000.0,1,AMD Ryzen 7-5700U
Microsoft,Surface Laptop7th Edition,34190,15,2496x1664,16,256.0,1,Snapdragon X Elite X1E-78-100
Lenovo,Lenovo ThinkPad L13 Gen 4 Thunder,23790,13.3,1920x1200,16,512.0,1,AMD Ryzen 5-7530U
Microsoft,Surface Laptop,41790,13.8,2304x1536,16,1000.0,1,Snapdragon X Elite X1E-78-100
Lenovo,Lenovo ThinkPad T14s Gen 4 Deep,50290,14,1920x1200,16,1000.0,1,Intel i7-1355U
HP,HP ENVY x360 16-ad0000nc Meteor Aluminium,25190,16,1920x1200,16,1000.0,1,AMD Ryzen 5-8640HS
Lenovo,Yoga Slim 7 14APU8 Tidal Teal,27190,14.5,2944x1840,32,1000.0,1,AMD Ryzen 7-7840S
HP,HP Pavilion x360 14-ek1433nc,16390,14,1920x1080,8,512.0,1,Intel i3-1315U
Lenovo,IdeaPad Slim 3 15IAH8,10490,15.6,1920x1080,8,512.0,1,Intel i5-12450H
Acer,Acer Swift X 14 Steel,30990,14.5,2880x1800,32,1000.0,1,Intel Ultra 7-155H
Lenovo,IdeaPad Slim 3 15IRH8,15790,15.6,1920x1080,16,512.0,1,Intel i5-13420H
HP,HP Pavilion x360 14-ek1433nc,13490,14,1920x1080,8,512.0,1,Intel i3-1315U
HP,HP ENVY x360 14-fc0900nc Atmospheric,26290,14,2880x1800,16,1000.0,1,Intel Ultra 5-125U
Lenovo,Lenovo ThinkPad T14s Gen 4 Deep LTE,41290,14,2880x1800,32,1000.0,1,AMD Ryzen 7-7840U
Acer,Acer Swift Go 14 EVO,26890,14,2880x1800,32,1000.0,1,Intel Ultra 7-155H
ASUS,Vivobook 14 Flip TP3407SA-OLED021W Matte,26290,14,1920x1200,16,1000.0,1,Intel Ultra 7-256V
Lenovo,IdeaPad 5 2-in-1 14Q8X9 Lenovo,21790,14,1920x1200,16,512.0,1,Snapdragon X Plus X1P-42-100
HP,HP ZBook Power G11,51290,16,1920x1200,16,512.0,1,Intel Ultra 7-155H
Lenovo,Lenovo LOQ 15IAX9,19190,15.6,1920x1080,16,1000.0,1,Intel i5-12450HX
Lenovo,IdeaPad Slim 5 16AHP9,18390,16,2048x1280,16,1000.0,1,AMD Ryzen 5-8645HS
Lenovo,Lenovo LOQ 15IRX9,27490,15.6,1920x1080,16,1000.0,1,Intel i7-13650HX
Lenovo,Yoga Pro 7 14IMH9,46990,14.5,3072x1920,32,1000.0,1,Intel Ultra 9-185H
HP,HP ZBook Power G11,48590,16,1920x1200,16,512.0,1,Intel Ultra 7-155H
Lenovo,Lenovo LOQ 15IRX9,25490,15.6,1920x1080,16,1000.0,1,Intel i7-13650HX
Lenovo,Lenovo ThinkPad T14s Gen 4 Deep LTE,43690,14,2880x1800,32,1000.0,1,AMD Ryzen 7-7840U
Lenovo,IdeaPad Slim 5 16IMH9,18190,16,2048x1280,16,512.0,1,Intel Ultra 5-125H
Lenovo,IdeaPad Slim 3 14IAN8,10790,14,1920x1080,8,256.0,1,Intel i3-N305
Lenovo,IdeaPad Slim 3 14M868,8539,14,1920x1080,8,128.0,1,MediaTek Kompanio 520
Microsoft,Surface Laptop,39790,15,2496x1664,16,1000.0,1,Snapdragon X Elite X1E-78-100
Lenovo,IdeaPad Slim 3 14M868,8089,14,1920x1080,8,128.0,1,MediaTek Kompanio 520
Lenovo,IdeaPad Pro 5 14AHP9,25890,14,2880x1800,16,1000.0,1,AMD Ryzen 7-8845HS
Acer,Chromebook Plus 515 Steel,11390,15.6,1920x1080,8,256.0,1,Intel i3-1315U
MacBook,Air CZ 2024,28990,13.6,2560x1664,16,512.0,1,Apple M3
Lenovo,IdeaPad Slim 5 16IRL8,15390,16,1920x1200,16,512.0,1,Intel i7-13620H
MacBook,Air SK 2024,34990,13.6,2560x1664,8,512.0,1,Apple M3
GIGABYTE,GIGABYTE G5 KF5,21790,15.6,1920x1080,16,512.0,1,Intel i7-13620H
Lenovo,Lenovo ThinkBook 16 G7 IML,20890,16,1920x1200,16,512.0,1,Intel Ultra 5-125U
MSI,MSI Katana 17 B12UCXK-1202XCZ,21790,17.3,1920x1080,16,1000.0,1,Intel i5-12450H
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12 5G,70690,14,2880x1800,32,1000.0,1,Intel Ultra 7-155U
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12 5G,66990,14,2880x1800,32,1000.0,1,Intel Ultra 7-155U
Lenovo,IdeaPad Slim 5 14ABR8,12690,14,1920x1200,16,512.0,1,AMD Ryzen 7-7730U
MacBook,Air CZ 2022,30590,13.6,2560x1664,16,512.0,1,Apple M2
HP,ProBook 440 G11,23690,14,1920x1200,32,1000.0,1,Intel Ultra 7-155H
Lenovo,IdeaPad Flex 5 14IAU7 Stone Lenovo,10090,14,1920x1200,8,128.0,1,Intel i3-1215U
Lenovo,Yoga Book 9 13IMU9 Tidal Teal Lenovo,56990,,,32,1000.0,1,Intel Ultra 7-155U
Microsoft,Surface Pro,37790,13,2880x1920,16,512.0,1,Snapdragon X Elite X1E-80-100
Lenovo,Lenovo ThinkBook 13x G4 IMH,37490,13.5,2880x1920,32,1000.0,1,Intel Ultra 9-185H
MacBook,Air CZ 2024,29690,15.3,2880x1864,8,256.0,1,Apple M3
MacBook,Air CZ 2025,39890,13.6,2560x1664,24,512.0,1,Apple M4
HP,HP ZBook Power G11 A,37990,16,1920x1200,16,512.0,1,AMD Ryzen 7-8845HS
Microsoft,Surface Laptop 5 Platinum CZ/SK,32790,13.5,2256x1504,16,512.0,1,Intel i5-1235U
MacBook,Air CZ 2024,33190,15.3,2880x1864,8,256.0,1,Apple M3
HP,ProBook 460 G11,19990,16,1920x1200,16,512.0,1,Intel Ultra 5-125U
Microsoft,Surface Laptop,28490,13.8,2304x1536,16,512.0,1,Snapdragon X Plus X1P-64-100
Lenovo,Yoga 9 2-in-1 14IMH9 Lenovo,36090,14,3840x2400,16,1000.0,1,Intel Ultra 7-155H
MacBook,Air CZ 2024,31490,15.3,2880x1864,8,256.0,1,Apple M3
Lenovo,IdeaPad Pro 5 16AHP9,29390,16,2048x1280,16,1000.0,1,AMD Ryzen 7-8845HS
Lenovo,Chromebook Duet 11M889,8629,10.95,1920x1080,8,128.0,1,MediaTek Kompanio 838
MSI,MSI Prestige 16 AI Studio B1VEG-038CZ,37990,16,2560x1600,32,1000.0,1,Intel Ultra 7-155H
HP,HP EliteBook 840 G11 5G,46490,14,1920x1200,32,1000.0,1,Intel Ultra 7-155H
Lenovo,Yoga Slim 7 14APU8,28790,14.5,2944x1840,32,1000.0,1,AMD Ryzen 7-7840S
ASUS,ASUS ExpertBook B5 B5404CVA-Q50181X,18890,14,1920x1200,16,512.0,1,Intel i5-1340P
ASUS,Vivobook S 15 OLED S5507QA-OLED001W,29290,15.6,2880x1620,32,1000.0,1,Snapdragon X Elite X1E-78-100
HP,HP ZBook Firefly 14 G11 A,28190,14,1920x1200,32,1000.0,1,AMD Ryzen 5-8640HS
HP,HP EliteBook 645 G11,28790,14,1920x1200,32,512.0,1,AMD Ryzen 7-7735U
Lenovo,Yoga Pro 7 14ASP9,36090,14.5,2880x1800,32,1000.0,1,AMD Ryzen AI 9-365
Acer,Acer Swift Go EVO 14,24990,14,2880x1800,32,1000.0,1,Intel Ultra 7-155H
HP,HP ENVY x360 15-fh0002nc Nightfall,25990,15.6,1920x1080,16,1000.0,1,AMD Ryzen 7-7730U
ASUS,Vivobook S 15 OLED S5507QA-OLED001W,30990,15.6,2880x1620,32,1000.0,1,Snapdragon X Elite X1E-78-100
Acer,Acer Swift Go EVO 14,22590,14,2880x1800,32,1000.0,1,Intel Ultra 7-155H
ASUS,TUF Gaming A15 FA507NVR-LP004,28490,15.6,1920x1080,16,512.0,1,AMD Ryzen 7-7435HS
Acer,Acer Nitro V 16,22090,16,2560x1600,16,1000.0,1,AMD Ryzen 5-8645HS
Lenovo,Lenovo ThinkPad E16 Gen 2,21790,16,1920x1200,16,512.0,1,Intel Ultra 5-125U
MacBook,Air CZ 2025,40390,15.3,2880x1864,16,512.0,1,Apple M4
ASUS,Zenbook 14 UM3406KA-OLED027W Jade,27990,14,1920x1200,16,1000.0,1,AMD Ryzen AI 7-350
Lenovo,Chromebook Duet 11M889,8989,10.95,1920x1200,8,128.0,1,MediaTek Kompanio 838
Lenovo,IdeaPad Flex 5 Plus 14IRU7 Lenovo,13090,14,1920x1200,8,512.0,1,Intel i5-1334U
Lenovo,IdeaPad 5 2-in-1 16IRU9 Lenovo,20890,16,2048x1280,16,1000.0,1,Intel Core 5-120U
Lenovo,Lenovo ThinkPad T14s Gen 6 5G,65190,14,2880x1800,64,1000.0,1,Snapdragon X Elite X1E-78-100
OMEN,OMEN Transcend 14-fb0900n Shadow,46990,14,2880x1800,16,1000.0,1,Intel Ultra 7-155H
Lenovo,Lenovo ThinkPad P14s Gen 4 Villi,37590,14,1920x1200,16,512.0,1,AMD Ryzen 7-7840U
Lenovo,IdeaPad Flex 5 Plus 14IRU7 Lenovo,14390,14,1920x1200,8,512.0,1,Intel i5-1334U
MacBook,Air SK 2024,28990,13.6,2560x1664,16,512.0,1,Apple M3
ASUS,TUF Gaming A14 FA401UU-RG025 Jaeger,34490,14,2560x1600,32,1000.0,1,AMD Ryzen 7-8845HS
Lenovo,Chromebook Duet 11M889 Lenovo,9119,10.95,1920x1200,8,128.0,1,MediaTek Kompanio 838
MacBook,Air CZ 2025,35090,15.3,2880x1864,16,256.0,1,Apple M4
Acer,Acer Swift 3,12690,14,1920x1080,16,512.0,1,AMD Ryzen 5-5500U
Dell,Dell Latitude 5450 Touch,27990,14,1920x1080,16,512.0,1,Intel Ultra 5-135U
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12,64990,14,1920x1200,32,1000.0,1,Intel Ultra 7-155U
Microsoft,Surface Laptop7th Edition,36090,15,2496x1664,16,256.0,1,Snapdragon X Elite X1E-78-100
HP,HP ZBook Firefly 14 G11 A,17990,14,1920x1200,8,512.0,1,AMD Ryzen 5-8640HS
ASUS,Vivobook 16 Flip TP3607SA-OLED035X Matte,35990,16,2880x1800,32,1000.0,1,Intel Ultra 7-258V
ASUS,TUF Gaming A16 FA608WI-QT039X Jaeger,54411,16,2560x1600,32,1000.0,1,AMD Ryzen AI 9-HX370
HP,HP EliteBook X G1a 14,70590,14,2880x1800,64,2000.0,1,AMD Ryzen AI 9-HX375
Lenovo,Lenovo ThinkPad E14 Gen 5,21790,14,1920x1200,16,512.0,1,Intel i5-13420H
Lenovo,IdeaPad Slim 5 13ARP10 Polar,18990,13.3,1920x1200,16,512.0,1,AMD Ryzen 7-7735HS
Acer,Aspire Go 15 Steel,12690,15.3,1920x1200,16,1000.0,1,Intel i5-1235U
ASUS,Chromebook Detachable CM3 CM3001DM2A-EDU128,9679,10.5,1920x1200,8,128.0,1,MediaTek Kompanio 520
Acer,Acer Nitro V 15,25190,15.6,1920x1080,16,1000.0,1,Intel i7-13620H
HP,HP EliteBook 840 G10,30990,14,1920x1200,16,512.0,1,Intel i5-1335U
Lenovo,Lenovo ThinkPad T14 Gen 5,44990,14,1920x1200,32,1000.0,1,AMD Ryzen 7-PRO8840
HP,HP EliteBook 640 G11,32390,14,1920x1200,32,512.0,1,Intel Ultra 7-155U
HP,HP ENVY x360 14-fa0002nc Glacier,26990,14,2880x1800,16,1000.0,1,AMD Ryzen 5-8640HS
ASUS,ProArt P16 OLED H7606WI-OLED080X,87690,16,3840x2400,64,4000.0,1,AMD Ryzen AI 9-HX370
ASUS,TUF Gaming A15 FA506NCR-HN110,18989,15.6,1920x1080,16,1000.0,1,AMD Ryzen 7-7435HS
MSI,MSI Modern 15 F13MG-410XCZ,13990,15.6,1920x1080,16,1000.0,1,Intel i5-1334U
ASUS,Vivobook Pro 15 OLED N6506CU-OLED013X,45990,15.6,2880x1620,24,2000.0,1,Intel Ultra 9-285H
ASUS,Vivobook Pro 15 OLED N6506CU-OLED028X Earl,42990,15.6,2880x1620,16,1000.0,1,Intel Ultra 7-255H
ASUS,Zenbook 14 UX3405CA-OLED231X Ponder,33690,14,1920x1200,16,1000.0,1,Intel Ultra 7-255H
HP,HP 15-fc0963nc Moonlight,12690,15.6,1920x1080,16,512.0,1,AMD Ryzen 5-7520U
Acer,Acer TravelMate P4 16 Slate,28990,16,1920x1200,16,1000.0,1,Intel i7-13700H
Lenovo,Lenovo ThinkPad T14s Gen 6,59990,14,1920x1200,64,1000.0,1,AMD Ryzen AI 7-PRO360
Acer,Acer Swift Go 16 Ice,28490,16,3200x2000,32,1000.0,1,Intel i7-13620H
Dell,Dell Latitude 3450,21490,14,1920x1080,16,512.0,1,Intel i5-1335U
Microsoft,Surface Laptop|Snapdragon® X Elite,45590,15,2496x1664,16,1000.0,1,Snapdragon X Elite X1E-78-100
Acer,Chromebook 311,6669,11.6,1366x768,4,128.0,1,Intel Processor N100
Microsoft,Surface Laptop|Snapdragon® X Elite,43190,15,2496x1664,16,1000.0,1,Snapdragon X Elite X1E-78-100
Lenovo,Yoga Pro 9 16IMH9,44990,16,3200x2000,32,1000.0,1,Intel Ultra 9-185H
Dell,Dell Vostro 3530,10890,15.6,1920x1080,8,256.0,1,Intel i3-1305U
Lenovo,Yoga 7 2-in-1 14ILL10 Seashell Lenovo,31989,14,2880x1800,16,1000.0,1,Intel Ultra 5-226V
Lenovo,Yoga 7 2-in-1 14ILL10 Seashell myš pouzdro,41989,14,2880x1800,32,1000.0,1,Intel Ultra 7-258V
Lenovo,Yoga 7 2-in-1 14AKP10 Tidal Teal Lenovo,27989,14,1920x1200,16,1000.0,1,AMD Ryzen AI 5-340
ASUS,Vivobook 16 M1607KA-MB058W,23490,16,1920x1200,16,1000.0,1,AMD Ryzen AI 7-350
ASUS,Vivobook 15 M1502YA-NJ699W,13990,15.6,1920x1080,16,512.0,1,AMD Ryzen 7-5825U
VICTUS,VICTUS by HP 15-fb1960nc Performance,19990,15.6,1920x1080,16,512.0,1,AMD Ryzen 5-7535HS
ASUS,Vivobook S16 M3607HA-RP003W Matte,22990,16,1920x1200,16,1000.0,1,AMD Ryzen 7-260
